Organization Name,Networks Shared With Me,Networks I'm Sharing
Gallia County OH SO,Gallia County OH SO,Kennesaw State University
Southmayd TX PD ,Southmayd TX PD ,
Glendale OH PD,"Glendale OH PD,Glendale OH PD",Kennesaw State University
Fort Loramie OH PD,"Fort Loramie OH PD (FLEX),Fort Loramie OH PD",
Herrin IL PD,Herrin IL PD,Kennesaw State University
Plainview TN PD,Plainview TN PD,
Lafayette IN PD,Lafayette PD IN,Kennesaw State University
University of Georgia GA PD,University of Georgia GA PD ,"Kennesaw State University,Kennesaw State University Raven"
Goddard KS PD,Goddard KS PD,
Troy OH PD,Troy OH PD,Kennesaw State University
TX - Vernon PD,Vernon PD (TX),
Fort Worth TX PD ,"Fort Worth TX PD - PID 7 Heritage,Fort Worth TX PD - Milestone Live PTZ,Sun Valley PID,Fort Worth TX PD Wing LPR Cameras (Q1700),Fort Worth Code Compliance,Fort Worth TX PD PID #11 Stockyards,Fort Worth TX PD - Wing LVT,East Lancaster PID,Fort Worth TX PD,Fort Worth TX PD - Las Vegas Trail",Kennesaw State University
Dare County NC SO,Dare County NC SO,
Lincoln Park MI PD,Lincoln Park MI PD,
Clio MI PD,Clio MI PD,
Monroe County GA SO,Monroe County GA SO,"Kennesaw State University,Kennesaw State University Raven"
Burlington IA PD,Burlington PD (IA),
Racine WI PD,Racine WI PD,
Posen IL PD,Posen IL PD,
College Place WA PD,College Place WA PD,
Dekalb County SO (GA),DeKalb County SO (GA),Kennesaw State University
Jerome County ID SO,Jerome County ID SO,
Woodlawn OH PD,Woodlawn OH PD,Kennesaw State University
Georgia Tech GA PD,"Georgia Tech GA PD,Georgia Tech GA PD - Raven,Georgia Tech DFR,Georgia Tech GA PD (FLEX) ","Kennesaw State University,Kennesaw State University Raven"
Blount County TN SO,Blount County TN SO,Kennesaw State University
Lincoln Parish LA SO,Lincoln Parish LA SO ,Kennesaw State University
Blairsville GA PD,Blairsville GA PD,Kennesaw State University Raven
Olmsted Falls OH PD,Olmsted Falls OH PD,
Brookhaven GA PD,"Brookhaven Parks (GA),Brookhaven Parks Ashford Forest (GA),Brookhaven GA PD (LR),Brookhaven GA PD (Falcon)","Kennesaw State University,Kennesaw State University Raven"
Payson AZ PD,Payson AZ PD,
Bleckley County GA SO,Bleckley County GA SO ,Kennesaw State University
St. Charles Parish LA SO,"St. Charles Parish LA SO,St. Charles Parish LA SO (Flex)",Kennesaw State University
Cedartown GA PD,"Cedartown GA PD - Redspeed,Cedartown GA PD Condor,Cedartown GA PD","Kennesaw State University,Kennesaw State University Raven"
Sarcoxie MO PD,Sarcoxie MO PD,
Miami County Park District OH Rangers,Miami County Park District OH Rangers,
Cape Girardeau MO PD,Cape Girardeau MO PD,Kennesaw State University
Portage MI PD,Portage MI PD,
Johnston IA PD,Johnston IA PD,
Logan County NE SO,Logan County NE SO,
Lookout Mountain GA PD ,"Lookout Mountain GA PD (Condor),Lookout Mountain GA PD ",Kennesaw State University
Erlanger KY PD,Erlanger KY PD,"Kennesaw State University,Kennesaw State University Raven"
Sauk Village IL PD,Sauk Village IL PD ,Kennesaw State University
Gwinnett County School PD,Gwinnett County School PD,"Kennesaw State University,Kennesaw State University Raven"
Pittsboro IN PD,Pittsboro IN PD,Kennesaw State University
Scott County MS SO,Scott County MS SO,Kennesaw State University
Upson County GA SO,Upson County GA SO,Kennesaw State University
Georgetown IL PD,Georgetown IL PD,Kennesaw State University
Fairmount IN PD,Fairmount IN PD,Kennesaw State University
Thunderbolt GA PD,Thunderbolt GA PD,Kennesaw State University
Elbert County GA SO,Elbert County GA SO ,Kennesaw State University
Washington County TN SO,"Washington County TN SO,Washington County TN SO (Flex)",Kennesaw State University
Ellijay GA PD,Ellijay GA PD,"Kennesaw State University,Kennesaw State University Raven"
Franklin County AL SO,"Franklin County AL SO (Flex),Franklin County AL SO",Kennesaw State University
Henry County IL SO,Henry County IL SO,Kennesaw State University
Butler IN PD,Butler IN PD,
Hutchins TX PD  ,Hutchins TX PD,
Kalamazoo Township MI PD,Kalamazoo Township MI PD,
Baker County GA SO,"Baker County GA SO,Baker County GA SO (CONDOR)",Kennesaw State University
South Sioux City NE PD ,South Sioux City NE PD ,
Gastonia NC PD,Gastonia NC PD,Kennesaw State University
OK - Idabel PD,Idabel PD (OK),
Fairburn GA PD,Fairburn GA PD,"Kennesaw State University,Kennesaw State University Raven"
Johnson County KS SO,"Johnson County KS SO,Johnson County KS SO (Flex)",
Savannah PD - GA ,"Savannah Code Compliance,Savannah GA PD,Savannah GA PD (Flex)","Kennesaw State University,Kennesaw State University Raven"
Madison GA PD,"Madison GA PD (Flex),Madison GA PD","Kennesaw State University,Kennesaw State University Raven"
Dearborn MI PD,Dearborn MI PD,Kennesaw State University
Republic MO PD,Republic MO PD,Kennesaw State University
Ellsworth County KS SO,Ellsworth County KS SO,Kennesaw State University
Ridgefield CT PD,Ridgefield CT PD,
KS - Meade County SO,Meade County SO (KS),
Lafourche Parish LA SO,Lafourche Parish LA SO,
Decatur GA PD,Decatur GA PD,"Kennesaw State University,Kennesaw State University Raven"
Washington MO PD,Washington MO PD,
Garfield Heights OH PD,"Garfield Heights OH PD (FLEX),Garfield Heights OH PD",
AR - Mountain View PD,Mountain View PD (AR),Kennesaw State University
LaFayette County FL SO,"Lafayette County FL SO (Flex),LaFayette County FL SO",Kennesaw State University
Martinsville IN PD,Martinsville IN PD,
Decatur County GA SO,Decatur County GA SO,"Kennesaw State University,Kennesaw State University Raven"
Talladega County AL SO,Talladega County AL SO,Kennesaw State University
Paris KY PD,Paris KY PD,Kennesaw State University
Minster OH PD,Minster OH PD,Kennesaw State University
Mt. Zion IL PD,Mt. Zion IL PD,
Sylvania OH PD,Sylvania OH PD,
Rossville GA PD,"Rossville GA PD (Condor),Rossville GA PD","Kennesaw State University,Kennesaw State University Raven"
Jackson County NC SO,"Jackson County NC SO,Jackson County NC SO - Falcon Flex",Kennesaw State University
Groveport OH PD,Groveport OH PD,Kennesaw State University
Union County NC SO,"Union County NC SO (Flex),Union County NC SO",Kennesaw State University
Frederick CO PD,Frederick CO PD,
Beaumont TX PD,Beaumont TX PD ,Kennesaw State University
Chanute KS PD,Chanute KS PD,Kennesaw State University
Indiana State Police IN PD,"Indiana State Police IN PD (LR),Indiana State Police IN PD,Indiana State Police IN PD (Flex)",Kennesaw State University
Orlando FL PD,"Orlando FL PD (LR),Orlando FL PD ",Kennesaw State University
Greenville GA PD,Greenville GA PD,Kennesaw State University
Lexington KY PD,Lexington KY PD,Kennesaw State University
Wolverine Lake MI PD,Wolverine Lake MI PD,
Mesquite TX PD,"Mesquite PD TX,Mesquite TX PD (Falcon Flex) ",
Wilton Manors FL PD,Wilton Manors FL PD (Falcon Flex) ,Kennesaw State University
Clayton MO PD,Clayton MO PD,Kennesaw State University
Kaufman TX PD,Kaufman PD TX (LPR),
Fuquay-Varina NC PD,Fuquay Varina NC PD,Kennesaw State University
Beacon City NY PD,"Beacon City NY PD,Beacon City NY PD (Flex)",
Douglas County NE SO,Douglas County NE SO,
Henderson County NC SO ,"Henderson County NC SO (Flex),Henderson County NC SO",Kennesaw State University
Newton IA PD,Newton IA PD,
Las Vegas NM PD,Las Vegas NM PD,Kennesaw State University
Whitesburg GA PD,"Whitesburg GA PD (Redspeed),Whitesburg GA PD","Kennesaw State University,Kennesaw State University Raven"
Tomah WI PD,Tomah WI PD,
Montezuma IN PD,Montezuma IN PD,
Bulloch County GA SO,Bulloch County GA SO ,"Kennesaw State University,Kennesaw State University Raven"
Covington GA PD,"Covington GA PD,Covington Housing Authority ","Kennesaw State University,Kennesaw State University Raven"
San Luis AZ PD,San Luis AZ PD,
Dyer County TN SO,Dyer County TN SO ,Kennesaw State University
Jessamine County KY SO,Jessamine Co KY SO,Kennesaw State University
MS - Flowood PD,Flowood PD Falcons (MS),Kennesaw State University
North Myrtle Beach SC PD,North Myrtle Beach SC PD,Kennesaw State University
Georgetown KY PD,Georgetown KY PD,Kennesaw State University
Xenia OH PD,Xenia OH PD,
West Terre Haute IN PD,West Terre Haute IN PD,Kennesaw State University
Cookeville TN PD,Cookeville TN PD,Kennesaw State University
Clear Lake WI PD,Clear Lake WI PD,
Monahans TX PD,Monahans TX PD,
Davenport FL PD,Davenport FL PD,
Lyons GA PD,"Lyons GA PD (Condor),Lyons GA PD",Kennesaw State University
Creve Coeur IL PD,Creve Coeur IL PD,
Richardson TX PD,Richardson TX PD ,Kennesaw State University
McDonough GA PD,"McDonough GA PD (Condor),McDonough GA PD,McDonough GA PD - Raven,McDonough GA PD - RedSpeed",Kennesaw State University
Selma TX PD ,Selma TX PD,
Montgomery County OH SO,Montgomery County OH SO,
Bethlehem PA PD,"Bethlehem PA PD (Flex),Bethlehem PA PD (Wing),Bethlehem PA PD",
South Bend IN Airport Transit PD ,South Bend IN Airport Transit PD,
Muttontown NY PD,Muttontown NY PD,
Crisp County GA SO,"Crisp County GA SO,Crisp County GA SO Condor,GA-Crisp County SO Wing","Kennesaw State University,Kennesaw State University Raven"
Marietta GA PD,"Marietta GA PD - Condor,Marietta GA PD - Falcon,Marietta GA PD - Raven,Marietta GA  - FlockOS Live Video,Marietta GA PD - Flex","Kennesaw State University,Kennesaw State University Raven"
Blackshear GA PD,"Blackshear GA PD,Blackshear GA PD - Raven",Kennesaw State University
Clinton Township MI PD,Clinton Township MI PD,
GA - Georgia Piedmont Technical College ,"Georgia Piedmont Technical College Campus PD ,GA - Georgia Piedmont Technical College (RAVEN)","Kennesaw State University,Kennesaw State University Raven"
Stephens County GA SO,Stephens County GA SO,Kennesaw State University
Bellville TX PD ,Bellville TX PD ,
Waukesha WI PD,Waukesha WI PD,Kennesaw State University
Georgia State University GA PD,"Georgia State University GA PD - Raven,Georgia State University GA PD",Kennesaw State University
Villa Rica GA PD,"Villa Rica GA PD,Villa Rica GA PD (Flex)","Kennesaw State University,Kennesaw State University Raven"
Harper County KS SO,Harper County KS SO,Kennesaw State University
Fairview Park OH PD,Fairview Park OH PD,
St. James Parish LA SO,St James Parish LA SO,Kennesaw State University
Quapaw Nation OK Marshals Service,Quapaw Nation Marshals Service (OK),
Lawrence County IN SO,Lawrence County IN SO,
Bristol CT PD,Bristol CT PD,
Port Fourchon Harbor LA PD,Port Fourchon Harbor LA PD,Kennesaw State University
New Baden IL PD,New Baden IL PD,Kennesaw State University
MS - Itawamba Community College Campus PD,Itawamba Community College Campus PD (MS),Kennesaw State University
Oak Ridge TN PD ,Oak Ridge TN PD,Kennesaw State University
Pea Ridge AR PD,Pea Ridge AR PD,Kennesaw State University
Breckenridge CO PD,Breckenridge CO PD,
Berkeley County SC SO,Berkeley County SC SO,Kennesaw State University
Homewood AL PD,Homewood AL PD*,Kennesaw State University
IN - Angola PD,Angola PD IN,
Union County SC SO,"Union County SC SO,Union County SO SC (Flex)",Kennesaw State University
Glasgow KY PD,Glasgow KY PD,Kennesaw State University
Auburn Hills MI PD,Auburn Hills MI PD,
Warrick County IN SO,Warrick Co IN SO,Kennesaw State University
Butts County GA SO,"Butts County GA SO - Raven,Butts County GA SO","Kennesaw State University,Kennesaw State University Raven"
Sarasota County FL SO,Sarasota County FL SO,Kennesaw State University
Aurora CO PD,Aurora CO PD,
Chatham IL PD,"Chatham IL PD (Flex),Chatham IL PD,Chatham IL PD Condors",Kennesaw State University
Mohave County AZ SO,AZ - Mohave County Sheriff's Office,Kennesaw State University
Franklin County FL SO,"Franklin County FL SO,Franklin County FL SO - Flex ","Kennesaw State University,Kennesaw State University Raven"
Boone County IN SO,Boone County IN SO,
Monterey TN PD,Monterey TN PD,Kennesaw State University
Fitzgerald GA PD,Fitzgerald GA PD - Falcon,"Kennesaw State University,Kennesaw State University Raven"
Calhoun GA PD,"Calhoun GA PD (Condor),Calhoun GA PD","Kennesaw State University,Kennesaw State University Raven"
East Point GA PD,"East Point GA PD - Redspeed,East Point GA PD,East Point GA PD (Raven)","Kennesaw State University,Kennesaw State University Raven"
Quincy FL PD,Quincy FL PD,
Lone Tree CO PD,"Lone Tree CO PD,Lone Tree CO PD (FalconHwy)",
Cottleville MO PD,Cottlevile MO PD,Kennesaw State University
Marion County WV SO,Marion County WV SO,Kennesaw State University
Alabama Law Enforcement Agency (ALEA),"Alabama Law Enforcement Agency (ALEA),ALEA (LR),ALEA",Kennesaw State University
Gulf Stream FL PD,Gulf Stream FL PD,Kennesaw State University
Albany GA PD,"Albany GA PD Raven,Albany GA PD,Albany GA PD - Wing LVI (Redspeed),Albany GA PD Condor","Kennesaw State University,Kennesaw State University Raven"
Rowan County NC SO,"NC - Rowan County SO - Insight Omnia,Rowan County NC SO",Kennesaw State University
Cheyenne WY PD,Cheyenne WY PD,Kennesaw State University
Coles County IL SO ,"Coles County IL SO,Ashmore IL PD ",
Hayden AL PD,Hayden AL PD,
Lafayette Parish LA SO,Lafayette Parish LA SO ,
Village of Clearview WV PD,Village of Clearview WV PD,Kennesaw State University
Phelps County MO SO,Phelps County MO SO,Kennesaw State University
Savannah International Airport GA PD,Savannah International Airport GA PD,Kennesaw State University
Eau Claire County WI SO,Eau Claire County WI SO,Kennesaw State University
Apex NC PD,Apex NC PD,Kennesaw State University
Des Peres MO DPS,Des Peres MO DPS,Kennesaw State University
Norton Shores MI PD,Norton Shores MI PD,
[Federal] US Postal Inspection Service,US Postal Inspection Service - Flex,"Kennesaw State University,Kennesaw State University Raven"
Sparta TN PD,Sparta TN PD,Kennesaw State University
Pleasant Prairie WI PD,Pleasant Prairie WI PD,
Hamilton County TN SO,Hamilton County TN SO,Kennesaw State University
Greenfield WI PD,Greenfield WI PD,
Western Michigan University MI PD,Western Michigan University MI PD,
Henderson County KY SO,"Henderson County KY SO (Condor),Henderson County KY SO,Henderson County KY SO (Flex)",Kennesaw State University
Marathon County WI SO,"Town Of Rib Mountain (WI),Marathon County WI SO",
Grantville GA PD,Grantville GA PD,Kennesaw State University
Habersham County GA SO,Habersham County GA SO,"Kennesaw State University,Kennesaw State University Raven"
Lake St. Louis MO PD,Lake St. Louis MO PD,Kennesaw State University
Blue Ridge GA PD,"Blue Ridge GA PD (Flex),Blue Ridge GA PD",Kennesaw State University
Person County NC SO,"Person County NC SO,Person County NC SO (LR),Person County NC SO (Flex)",Kennesaw State University
Louisburg NC PD,Louisburg NC PD,Kennesaw State University
Marion SC PD,"Marion SC PD Flex,Marion SC PD",Kennesaw State University
Fultondale AL PD,Fultondale AL PD,Kennesaw State University
Dawson County GA SO,Dawson County GA SO,"Kennesaw State University,Kennesaw State University Raven"
Fairfield CT PD,"Fairfield CT PD - Axis Wing LPR,Fairfield CT PD",
Banks County GA SO,Banks County GA SO,"Kennesaw State University,Kennesaw State University Raven"
Fort Bend County Const TX Pct 4,"Fort Bend County TX MUD 194,Fort Bend County MUD 215 - Pct 4,Fort Bend County TX MUD 146 ",
White House TN PD,White House TN PD (LPR),Kennesaw State University
Folly Beach SC PD,Folly Beach SC PD,
Madison County IN SO,Madison County IN SO,Kennesaw State University
Flint Township MI PD,Flint Township MI PD,
Branson MO PD,Branson MO PD,Kennesaw State University
Alabaster AL PD,Alabaster AL PD,Kennesaw State University
Yancey County NC SO,"Yancey County NC SO (Flex),Yancey County NC SO",Kennesaw State University
Bellbrook OH PD ,Bellbrook OH PD,
Roman Forest TX PD ,Roman Forest TX PD ,
Hancock County GA SO,Hancock County GA SO,"Kennesaw State University,Kennesaw State University Raven"
Wixom MI PD,Wixom MI PD,Kennesaw State University
Mattoon IL PD,Mattoon IL PD,Kennesaw State University
Cherokee County GA SO,"Cherokee County GA SO,Cherokee County GA SO (Flex),Cherokee County GA SO (Condor)","Kennesaw State University,Kennesaw State University Raven"
[Federal] US GSA Office of Inspector General,US - GSA Office of Inspector General,
Oakbrook Terrace IL PD,Oakbrook Terrace IL PD,
Sioux City IA PD,Sioux City IA PD,Kennesaw State University
Allegan County SO MI,Allegan County SO MI,
Westlake OH PD,Westlake OH PD,
Johnston City IL PD,Johnston City IL PD,Kennesaw State University
Steubenville OH PD,Steubenville OH PD,
Beaufort SC PD ,Beaufort SC PD ,Kennesaw State University
Lincoln County TN SO,Lincoln County SO (TN),Kennesaw State University
Union Township PD (Clermont Co) - OH,"Union Township OH (Clermont Co) PD,Union Township OH PD Flex",Kennesaw State University
Golf Manor OH PD,Golf Manor OH PD,"Kennesaw State University,Kennesaw State University Raven"
Long County GA SO,Long County GA SO,"Kennesaw State University,Kennesaw State University Raven"
Splendora TX PD,Splendora PD TX,
Lenox GA PD ,Lenox GA PD ,Kennesaw State University
RIG WI DTF,RIG WI DTF,
Fairfax OH PD,"Fairfax OH PD,Fairfax OH PD (Live View)",Kennesaw State University
OH - Stark Parks Public Safety,Stark Parks Public Safety OH,Kennesaw State University
Kershaw County SC SO,Kershaw County SC SO,Kennesaw State University
Spartanburg County SC SO,Spartanburg County SC SO (Flex),Kennesaw State University
Huber Heights OH PD,Huber Heights OH PD,
East Hampton Village NY PD,East Hampton Village NY PD,Kennesaw State University
Utica City NY PD,Utica City NY PD,
Falfurrias TX PD,Falfurrias TX PD,
Macon County NC SO,"Macon County NC SO,Macon County NC SO (Flex)",Kennesaw State University
Lavon TX PD ,Lavon TX PD ,
Coolidge AZ PD,Coolidge AZ PD,
Lineville AL PD,Lineville AL PD,Kennesaw State University
Polk County MO SO,"Polk County MO SO,Polk County MO SO (Flex)",
Pooler GA PD,Pooler GA PD,"Kennesaw State University,Kennesaw State University Raven"
Logan County KY SO ,Logan County KY SO,Kennesaw State University
Audrain County MO SO,Audrain County MO SO,
Monroe MI PD,Monroe MI PD,
Kingston TN PD,Kingston TN PD,Kennesaw State University
Knox County SO NE,Knox County SO NE,
Oconee County SC SO,Oconee County SC SO,Kennesaw State University
Clayton GA PD,"Clayton GA PD,Clayton GA PD (Condors)",Kennesaw State University
Hendersonville NC PD,Hendersonville NC PD,Kennesaw State University
Ste. Genevieve County MO SO ,Ste. Genevieve County MO SO,Kennesaw State University
Lee County SC SO,"Lee County SC SO,Lee County SC SO (Flex)",Kennesaw State University
University Circle OH PD,University Circle PD OH,
Lawrenceville GA PD,"Lawrenceville GA PD - Raven,Lawrenceville GA PD (Flex),Lawrenceville GA PD","Kennesaw State University,Kennesaw State University Raven"
Craven County NC SO,Craven County NC SO,Kennesaw State University
Columbus IN PD,Columbus IN PD,Kennesaw State University
Spalding County GA SO,Spalding County GA SO,Kennesaw State University
Blountsville AL PD,Blountsville AL PD,Kennesaw State University
Kokomo IN PD,Kokomo IN PD,Kennesaw State University
Medicine Lodge KS PD,Medicine Lodge KS PD,Kennesaw State University
OH - Blanchester PD,Blanchester PD OH,Kennesaw State University
Forest Park GA PD,"Forest Park GA PD,Forest Park GA PD - Redspeed","Kennesaw State University,Kennesaw State University Raven"
Greenwood SC PD,Greenwood SC PD,Kennesaw State University
Kenmore Village NY PD,Kenmore Village NY PD,
East Peoria IL PD,East Peoria IL PD,
Lincoln AL PD,"Lincoln AL PD (Flex),Lincoln AL PD",Kennesaw State University
Lancaster County SC SO ,"Lancaster County SC SO,Lancaster County SC SO (Flex)",Kennesaw State University
Moore OK PD,Moore OK PD,
Bristol IN PD,Bristol IN PD,
Johnson County TN SO,Johnson County TN SO,Kennesaw State University
White County GA SO,White County GA SO,"Kennesaw State University,Kennesaw State University Raven"
Shelbyville IN PD ,"Shelbyville IN PD (Flex),Shelbyville IN PD ",Kennesaw State University
Lancaster SC PD,"Lancaster SC PD (Flex),Lancaster SC PD",Kennesaw State University
Erwin TN PD,Erwin PD Flex Cams (TN),
Jefferson County SO IN,Jefferson County SO IN,Kennesaw State University
Peotone IL PD ,Peotone IL PD ,
Cass County IN SO,"Cass County IN SO (Flex),Cass County IN SO",Kennesaw State University
Tennessee Valley Authority Police,Tennessee Valley Authority Police,"Kennesaw State University,Kennesaw State University Raven"
Thomas County GA SO,Thomas County GA SO ,Kennesaw State University
Gwinnett County GA SO,"Gwinnett County GA SO (Falcon Flex) ,Gwinnett County SO - NPF LPR Study (GA),Gwinnett County Sheriff's Office (GA)","Kennesaw State University,Kennesaw State University Raven"
Florence KY PD,Florence KY PD,
Treasure Island FL PD,Treasure Island FL PD,
Loveland CO PD,Loveland CO PD,Kennesaw State University
Center Point AL PD,Center Point AL,
Middle Tennessee State TN PD ,Middle Tennessee State TN PD ,Kennesaw State University
Matteson IL PD,Matteson IL PD,
Kentwood MI PD,Kentwood MI PD,
Conway AR PD,Conway AR PD,Kennesaw State University
Russell County AL SO,Russell County AL SO,Kennesaw State University
Commerce GA PD,Commerce GA PD,Kennesaw State University
Chatham County GA SO,Chatham County GA SO,Kennesaw State University
Jackson County FL SO,Jackson County FL SO,Kennesaw State University
Jemison AL PD,Jemison AL PD,Kennesaw State University
Lakeside Park-Crestview Hills KY PD,Lakeside Park-Crestview Hills KY PD,"Kennesaw State University,Kennesaw State University Raven"
Georgia Southwestern State University Campus PD ,Georgia Southwestern State University Campus PD ,Kennesaw State University
Niceville FL PD,Niceville FL PD,Kennesaw State University
Henry County IN SO,Henry County IN SO,Kennesaw State University
Humble TX PD,Humble TX PD,
Gilmer County GA SO,"Gilmer County GA SO ,Gilmer County GA SO (Live Video) ","Kennesaw State University,Kennesaw State University Raven"
Sumter SC PD,Sumter SC PD,
Stevens Point WI PD,Stevens Point WI PD,Kennesaw State University
Jonesboro AR PD,"Jonesboro AR PD (Flex),Jonesboro AR PD ",Kennesaw State University
Illinois Attorney General,Illinois Attorney General (Flex),Kennesaw State University
Irwin County GA SO,Irwin County GA SO,Kennesaw State University
Davidson NC PD,"Davidson NC PD,Town of Davidson NC - Wing Live",Kennesaw State University
Louisville Airport PD,Louisville Airport PD,Kennesaw State University
Georgia Attorney General's Office  - GA,Office of the Attorney General (GA) - Flex,"Kennesaw State University,Kennesaw State University Raven"
Grand County CO SO,Grand County CO SO,
Adams County IN SO,Adams County IN SO,
Morristown TN PD,Morristown TN PD,Kennesaw State University
Marysville OH PD,Marysville OH PD,Kennesaw State University
Florissant MO PD,Florissant MO PD,Kennesaw State University
Killeen TX PD,Killeen PD TX,Kennesaw State University
Paris TN PD,Paris TN PD,Kennesaw State University
Davison Township MI PD,Davison Township MI PD,
Auburn NY PD,Auburn City NY PD,Kennesaw State University
Perry County MO SO,Perry County MO SO,Kennesaw State University
Purcell OK PD,Purcell OK PD ,Kennesaw State University
Saint Johns AZ PD,Saint Johns AZ PD,
Newark OH PD,Newark OH PD,Kennesaw State University
Newport TN PD,Newport TN PD,
Tallapoosa GA PD,Tallapoosa GA PD,"Kennesaw State University,Kennesaw State University Raven"
Powell OH PD,Powell OH PD,Kennesaw State University
Morrow OH PD,Morrow OH PD,Kennesaw State University
McCook IL PD,McCook IL PD,
Steger IL PD,Steger IL PD ,
Elkhart County IN SO,"Elkhart Co IN SO ,Elkhart County IN SO (FLEX)",
Indian Hill OH PD,Indian Hill OH PD,
Redford Twp MI PD,Redford Twp MI PD,
Fish and Wildlife Commission FL PD,"FL - Florida Fish & Wildlife Wing,Fish and Wildlife Commission FL PD",Kennesaw State University
West Carrollton OH PD,"West Carrollton OH PD,West Carrolton OH PD (CONDOR)",
Oakland TN PD,"Oakland TN PD,Oakland TN PD (FLEX)",Kennesaw State University
Wyoming MI PD,Wyoming MI PD,
Lakemore OH PD,Lakemore OH PD,
West Des Moines IA PD,West Des Moines IA PD,
Coldwater MI PD,Coldwater MI PD,
Baytown TX PD,Baytown TX PD ,
Perrysburg Twp OH PD,Perrysburg Twp OH PD,
Smyrna TN PD,Smyrna TN PD,Kennesaw State University
Hilliard OH PD,Hilliard OH PD,
Lauderdale County AL SO,Lauderdale County AL SO,Kennesaw State University
Cocoa Beach FL PD,Cocoa Beach FL PD,Kennesaw State University
Fishers IN PD,"Fishers IN PD (Condor),Fishers IN PD",Kennesaw State University
Clinton MO PD,Clinton MO PD,
Milford MI PD,Milford MI PD,Kennesaw State University
Wells County IN SO,Wells County IN SO,Kennesaw State University
LaGrange GA PD,"LaGrange GA PD,LaGrange GA PD - Redspeed",Kennesaw State University
Calhoun County AL SO,Calhoun County AL SO,Kennesaw State University
Kennesaw GA PD,Kennesaw GA PD,"Kennesaw State University,Kennesaw State University Raven"
Wentzville MO PD,"Wentzville Parks and Recreation MO,Wentzville MO PD",Kennesaw State University
Hotchkiss CO PD,Hotchkiss CO PD,
St. Lucie County FL SO,St. Lucie County FL SO,Kennesaw State University
Waller TX PD,Waller TX PD,
Hannibal MO PD,Hannibal MO PD,
Shelbyville TN PD,Shelbyville TN PD,Kennesaw State University
Montgomery County KS SO,Montgomery County KS SO,
[Federal] Wright Patterson OH Air Force Base,Wright Patterson OH Air Force Base - Falcon,Kennesaw State University
Warren County OH SO,"Warren County OH SO,South Lebanon OH (Warren Co)",Kennesaw State University
Vincennes IN PD,Vincennes IN PD,Kennesaw State University
Covington County AL SO,Covington County SO (AL),Kennesaw State University
Tahlequah OK PD,Tahlequah OK PD,
Bay County FL SO,Bay County FL SO,Kennesaw State University
Wisconsin State Capitol Police (WI),"Wisconsin State Capitol Police (WI),Wisconsin State Capitol Police (WI) FLEX",
Sylvania GA PD,Sylvania GA PD,"Kennesaw State University,Kennesaw State University Raven"
Streator IL PD,Streator IL PD,
Collierville TN PD,"Collierville TN PD FLEX,Collierville TN PD",Kennesaw State University
Helena AL PD,Helena AL PD,Kennesaw State University
AL- Clarke County SO,Clarke County SO (AL),Kennesaw State University
Edison State Community College,Edison State Community College (OH),"Kennesaw State University,Kennesaw State University Raven"
Southfield MI PD,Southfield MI PD,
Mentor OH PD,Mentor OH PD,
Flagler County FL SO,Flager County SO (FL),Kennesaw State University
Christian County MO SO,"City of Fremont Hills MO - Christian Co MO SO,Christian County MO SO",
Navajo State Park CO PD,Navajo State Park CO PD,
Brunswick OH PD,Brunswick OH PD,
Brunswick County NC SO,Brunswick County NC SO,Kennesaw State University
Germantown TN PD,Germantown TN PD,Kennesaw State University
Gosper County NE SO,Gosper County NE SO,
Anderson County TN SO,Anderson County TN SO,Kennesaw State University
Lyndhurst OH PD,Lyndhurst OH PD,
Stanley NC PD,Stanley NC PD,Kennesaw State University
Muskegon County MI SO,Muskegon County MI SO,
Tattnall County GA SO,Tattnall County GA SO,Kennesaw State University
Missouri City TX PD,Missouri City TX PD,
Hyde Park NY PD,"Hyde Park NY PD (Flex),Hyde Park NY PD",
Odessa TX PD,Odessa TX PD,
Dutchess County NY SO,Dutchess County NY SO,
Licking County OH SO,"Licking County OH SO (FLEX),Licking County OH SO",Kennesaw State University
Lake Delton WI PD,Lake Delton WI PD,
Troy AL PD,Troy AL PD,Kennesaw State University
Clarendon County SC SO ,Clarendon County SC SO ,Kennesaw State University
Woodstock AL PD,Woodstock AL PD,
Rock County WI SO,"Rock County WI SO (Flex),Rock County WI SO",Kennesaw State University
Haywood County NC SO,"Haywood County SO (NC) Flex,Haywood County SO (NC)",Kennesaw State University
Crystal Lake IL PD,Crystal Lake IL PD ,
Bedminster Twp NJ PD ,Bedminster Twp NJ PD ,
Gas City IN PD,Gas City IN PD,Kennesaw State University
MS - Senatobia PD,Senatobia PD (MS),Kennesaw State University
Guilderland NY PD ,Guilderland NY PD ,
New Paris OH PD,New Paris OH PD,
Lathrup Village MI PD,Lathrup Village MI PD,
Sale City GA PD ,"Sale City GA PD (Flex) ,Sale City GA PD","Kennesaw State University,Kennesaw State University Raven"
South Hutchinson KS PD,South Hutchinson KS PD,
Chenoa IL PD,Chenoa IL PD,
Oak Grove MO PD,Oak Grove MO PD,
South Bend IN PD,South Bend IN PD,
Suwannee County FL SO,Suwanee County FL SO,Kennesaw State University
Metropolis IL PD,Metropolis IL PD,Kennesaw State University
Reinhardt University GA PD ,Reinhardt University GA PD ,Kennesaw State University
Carlsbad NM PD,Carlsbad PD (NM),
Mansfield OH PD,Mansfield OH PD,Kennesaw State University
