Organization Name,Networks Shared With Me,Networks I'm Sharing
Haywood County NC SO,"Haywood Co. NC SO (Flex),Haywood County SO (NC),Haywood County SO (NC) Flex",Paulding County GA SO
Calhoun GA PD,"Calhoun GA PD (Condor),Calhoun GA PD",Paulding County GA SO
Conyers GA PD,"Conyers GA PD,Conyers GA PD DFR",Paulding County GA SO
Defuniak Springs FL PD,Defuniak Springs FL PD,Paulding County GA SO
Person County NC SO,"Person County NC SO (LR),Person County NC SO,Person County NC SO (Flex)",Paulding County GA SO
Shelby County AL SO,Shelby County AL SO,Paulding County GA SO
Gardendale AL PD,Gardendale AL PD,Paulding County GA SO
Forsyth County GA SO,"Forsyth County GA SO,Forsyth County GA SO (Flex)",Paulding County GA SO
Clay County FL SO,Clay County FL SO (Condor),
DeKalb County GA PD,"Gresham Park Rec Center - Avigilon,DeKalb County GA PD (GSD),DeKalb County PD Parks - LPR,Dekalb County GA PD - LPR",Paulding County GA SO
Vidalia GA PD,"Vidalia GA PD (Redspeed),Vidalia GA PD",Paulding County GA SO
Maryland Heights MO PD,"Maryland Heights Visitor Center (MO),Maryland Heights MO PD",Paulding County GA SO
Carter County TN SO,Carter County TN SO,Paulding County GA SO
Carrollton TX PD,"Carrollton TX PD - Parks ,Carrollton TX PD",
Jefferson County FL SO,"Jefferson County FL SO,Jefferson County FL SO (Flex)",Paulding County GA SO
Rockingham NC PD,Rockingham PD (NC),Paulding County GA SO
Kingsport TN PD,Kingsport TN PD,Paulding County GA SO
Carroll County GA SO,Carroll County GA SO,Paulding County GA SO
Clarkston GA PD,Clarkston GA PD,Paulding County GA SO
Rockdale County GA SO,"Rockdale County GA SO,Rockdale County GA SO (Condor)",Paulding County GA SO
Clearwater FL PD,Clearwater FL PD,Paulding County GA SO
Sandy Springs GA PD,"Sandy Springs GA PD,Sandy Springs GA PD Flex",Paulding County GA SO
Gray GA PD,"Gray GA PD ,Gray GA PD Condor",Paulding County GA SO
Mesquite TX PD,"Mesquite TX PD (Falcon Flex) ,Mesquite PD TX",
Madeira (GA),Madeira (GA),
Baytown TX PD,Baytown TX PD,
Rutledge TN PD,Rutledge TN PD,
Davenport FL PD,Davenport FL PD,
Tomball TX PD,Tomball TX PD,
Harris County TX SO,"Harris Fort Bend Counties TX MUD No. 3,Harris County TX MUD No. 278 (Clayton's Corner),Harris County TX MUD No. 102 ,Harris
County TX SO,East Aldine Management District TX ,Harris County Commissioner Court TX Precinct 2,Harris County WCID No. 133
,Harris County TX WCID No. 96,Harris County TX MUD No. 120,FallBrook MUD TX ,Harris County TX MUD No. 49",
Franklin GA PD,Franklin GA PD,Paulding County GA SO
Savannah International Airport GA PD,Savannah International Airport GA PD,Paulding County GA SO
Marble Falls TX PD,"Marble Falls TX PD,Marble Falls TX PD (Condor)",
Winder GA PD,"Winder GA PD (FLEX) ,Winder GA PD",Paulding County GA SO
Fuquay-Varina NC PD,Fuquay Varina NC PD,Paulding County GA SO
Johnson County TN SO,Johnson County TN SO,Paulding County GA SO
Woodstock AL PD,Woodstock AL PD,
Richland County SC SO,Richland County SC SO,Paulding County GA SO
Reagan County TX SO,Reagan County TX SO,
Coral Springs FL PD,Coral Springs FL PD,
Crowell TX PD,Crowell PD TX,Paulding County GA SO
Grovetown GA PD,Grovetown Dept of Public Safety GA,Paulding County GA SO
St. Johns County FL SO,"St. Johns County FL SO (LR),St. Johns County FL SO",Paulding County GA SO
Seminole County GA SO,Seminole County GA SO,Paulding County GA SO
Blakely GA PD,"Blakely GA PD,Blakely GA PD (Flex)",Paulding County GA SO
Griffin GA PD,"Griffin GA PD - Falcon,Griffin GA PD - Flex",Paulding County GA SO
Monroe GA PD,Monroe GA PD,Paulding County GA SO
Rowan County NC SO,"NC - Rowan County SO - Insight Omnia,Rowan County NC SO",Paulding County GA SO
Laurens County SC SO,Laurens County SC SO,Paulding County GA SO
Jackson County NC SO,"Jackson County NC SO - Falcon Flex,Jackson County NC SO",Paulding County GA SO
Stanley NC PD,Stanley NC PD,Paulding County GA SO
Leake County MS SO,Leake County MS SO,Paulding County GA SO
Lantana FL PD,"Lantana FL PD,Lantana FL PD Flex",Paulding County GA SO
White Pine TN PD,White Pine TN PD,Paulding County GA SO
Newton County MS SO,Newton County MS SO,Paulding County GA SO
Bluffton SC PD,Bluffton SC PD,Paulding County GA SO
Bloomingdale GA PD,Bloomingdale GA PD,Paulding County GA SO
Villa Rica GA PD,"Villa Rica GA PD (Flex),Villa Rica GA PD",Paulding County GA SO
Fort Bend County Const TX Pct 4,"Fort Bend County TX MUD 194,Fort Bend County MUD 215 - Pct 4,Fort Bend County TX MUD 146",
Lakeland FL PD,"Lakeland FL PD (Flex),Lakeland FL PD",Paulding County GA SO
Emory University Campus PD GA,"Emory University Campus PD GA (Condor),Emory University Campus PD GA",Paulding County GA SO
Marion Health PD (IN),Marion Health PD (IN),Paulding County GA SO
Texas Department of Criminal Justice,Texas Department of Criminal Justice,Paulding County GA SO
Currituck County NC SO,Currituck County NC SO,
Calhoun County AL SO,Calhoun County AL SO,Paulding County GA SO
Ridgeland MS PD,Ridgeland MS PD,Paulding County GA SO
Columbia County GA SO,"Columbia County GA SO,Columbia County GA SO Mobile Trailer",Paulding County GA SO
Snellville GA PD,"Snellville GA PD,City of Snellville (GA) - Flex,Snellville GA PD (RedSpeed),Snellville GA PD (Live Video) ,Snellville GA PD - Raven",Paulding County GA SO
Lineville AL PD,Lineville AL PD,Paulding County GA SO
Alabaster AL PD,Alabaster AL PD,Paulding County GA SO
Leon County FL SO,Leon County FL SO,Paulding County GA SO
Camilla GA PD,"Camilla GA PD (Live Video) ,Camilla GA PD (Raven),Camilla GA PD",Paulding County GA SO
Union County GA SO,Union County GA SO,Paulding County GA SO
Euharlee GA PD,"Euharlee GA PD,Euharlee GA PD (Condor)",Paulding County GA SO
Pontotoc MS PD,Pontotoc MS PD,Paulding County GA SO
Covington County AL SO,Covington County SO (AL),Paulding County GA SO
Akron OH PD,Akron OH PD,
Covington TN PD,Covington TN PD,
White County TN SO,White County TN SO,
Davie FL PD,Davie FL PD,
Jasper County IN SO,Jasper County IN SO,
Jackson MS PD,Jackson MS PD,Paulding County GA SO
Hilton Head Island SC,Hilton Head Island SC,Paulding County GA SO
Leesburg AL PD,Leesburg AL PD,Paulding County GA SO
Plant City FL PD,Plant City FL PD,
Fairfax OH PD,"Fairfax OH PD (Live View),Fairfax OH PD",Paulding County GA SO
Columbiana AL PD,Columbiana AL PD,Paulding County GA SO
Johns Creek GA PD,"Johns Creek GA PD,Johns Creek GA PD - Traffic Cams -Gateway",Paulding County GA SO
Morrow GA PD,"Morrow GA PD - Redspeed,City of Morrow (GA)",Paulding County GA SO
Boone NC PD,Boone NC PD,
Belpre OH PD,Belpre OH PD,
Neshoba County MS SO,Neshoba County MS SO,Paulding County GA SO
Ellijay GA PD,Ellijay GA PD,Paulding County GA SO
Hurst TX PD,Hurst TX PD,
Twiggs County GA SO,Twiggs County GA SO,Paulding County GA SO
Wilton Manors FL PD,Wilton Manors FL PD (Falcon Flex),Paulding County GA SO
Gaston SC PD,"Gaston SC PD (Flex),Gaston SC PD",
Sarasota FL PD,Sarasota FL PD,Paulding County GA SO
Turner County GA SO,"Turner County GA SO,Turner County GA SO (FLEX)",Paulding County GA SO
Angleton PD TX,Angleton PD TX,
Dillard GA PD,Dillard GA PD,Paulding County GA SO
Union County NC SO,"Union County NC SO (Flex),Union County NC SO",Paulding County GA SO
College Park GA PD,"College Park GA PD - Falcon,College Park PD - Flex",Paulding County GA SO
Newton MS PD,Newton MS PD,Paulding County GA SO
Kingsland GA PD,Kingsland GA PD,Paulding County GA SO
Sparta TN PD,Sparta TN PD,Paulding County GA SO
Henderson County NC SO,"Henderson County NC SO,Henderson County NC SO (Flex)",Paulding County GA SO
Shelby County TN SO,"Town of Arlington (TN),Lakeland TN,Shelby County TN SO",Paulding County GA SO
Richmond County GA SO,Richmond County GA SO,Paulding County GA SO
Hamblen County TN SO,Hamblen County TN SO,Paulding County GA SO
Jacksonville FL SO,"Jacksonville FL SO,Jacksonville FL SO (Flex),Jacksonville FL SO (LR)",Paulding County GA SO
Bulloch County GA SO,Bulloch County GA SO,Paulding County GA SO
Florence County SC SO,"Florence County SC SO (Flex),Florence County SC Sheriff's Office",Paulding County GA SO
Cookeville TN PD,Cookeville TN PD,Paulding County GA SO
Cherokee County GA SO,"Cherokee County GA SO (Flex),Cherokee County GA SO,Cherokee County GA SO (Condor",Paulding County GA SO
Thomaston GA PD,Thomaston GA PD,Paulding County GA SO
Pickens County SC SO,Pickens County SC SO,Paulding County GA SO
Anderson IN PD,Anderson IN PD,Paulding County GA SO
Irmo SC PD,Irmo SC PD,Paulding County GA SO
Putnam County GA SO,Putnam County GA SO,Paulding County GA SO
Monroe County GA SO,Monroe County GA SO,Paulding County GA SO
Cullman County AL SO,Cullman County SO (AL),Paulding County GA SO
Homewood AL PD,Homewood AL PD*,Paulding County GA SO
Town of West Blocton AL PD,Town of West Blocton AL PD,Paulding County GA SO
Rusk CO TX SO,"Rusk County SO (TX) LPR,Rusk County SO (TX) Flex LPR",
Mooresville NC PD,"Mooresville NC PD,Mooresville NC PD Condors",Paulding County GA SO
East Georgia State College Campus PD (GA),East Georgia State College Campus PD (GA),Paulding County GA SO
Manor TX PD,Manor TX PD,
Helena AL PD,Helena AL PD,Paulding County GA SO
Habersham County GA SO,Habersham County GA SO,Paulding County GA SO
Haralson County GA SO,"City of Waco (GA),Haralson County SO (GA)",Paulding County GA SO
Wilson County TX SO,Wilson County TX SO,
Monterey TN PD,Monterey TN PD,Paulding County GA SO
Bradford County FL SO,Bradford County FL SO,Paulding County GA SO
Cooke County TX SO,"Cooke County TX SO - Flex LPR,Cooke County TX SO - LPR",
Harris County GA SO,"Harris County GA SO,Harris County GA SO Falcon Flex",Paulding County GA SO
Montgomery County TX SO,"Montgomery County TX SO,Montgomery County TX So (FLEX)",Paulding County GA SO
Erath County TX SO,Erath County TX SO,
Macon County AL SO,Macon County SO AL,Paulding County GA SO
Huntsville AL PD,Huntsville AL PD,Paulding County GA SO
Collegedale TN PD,Collegedale TN PD,Paulding County GA SO
Jersey Village TX PD,Jersey Village TX PD,
Harris County Const TX Pct 5,"Clay Road MUD (TX),Harris County TX MUD No. 419 ,Harris County TX MUD No. 490 ,Memorial Management District ,Harris County TX
MUD No. 489",
Bremen GA PD,"Bremen GA PD,Bremen GA PD (Condor)",Paulding County GA SO
Berkeley County SC SO,Berkeley County SC SO,Paulding County GA SO
Madison MS PD,"Madison MS PD- Flex Demo ,Madison MS PD",Paulding County GA SO
Madison County GA SO,Madison County GA SO,Paulding County GA SO
Piperton TN PD,Piperton TN PD,Paulding County GA SO
Greenwood Independent School District TX,Greenwood Independent School District TX,
Red River TX SO,Red River TX SO,
Greer SC PD,Greer SC PD,Paulding County GA SO
Carthage MS PD,Carthage MS PD,Paulding County GA SO
Thomasville GA PD,Thomasville GA PD,Paulding County GA SO
Robeson County NC SO,Robeson County NC SO,Paulding County GA SO
Southmayd TX PD,Southmayd TX PD,
Tifton GA PD,"Tifton Police Department ,Tifton GA PD - Raven",Paulding County GA SO
Riverdale GA PD,"Riverdale GA PD (Flex),Riverdale GA PD - RedSpeed,Riverdale GA PD",Paulding County GA SO
Chambers County TX SO,Chambers County TX SO,
Georgia Dept. of Corrections Intelligence Unit (GA),GA - Georgia Department of Corrections - Alscan,Paulding County GA SO
Laurens SC PD,Laurens SC PD,Paulding County GA SO
Surry County NC SO,"Surry County SO (NC) (Flex),Surry County SO (NC)",Paulding County GA SO
Iredell County NC SO,Iredell County NC SO,Paulding County GA SO
Winterville NC PD,Winterville NC PD,Paulding County GA SO
Sarasota County FL SO,Sarasota County FL SO,Paulding County GA SO
Orangeburg Department of Public Safety SC,Orangeburg Department of Public Safety SC,Paulding County GA SO
Sumter County FL SO,"Sumter County FL SO,Sumter County FL SO (Flex)",
Bullitt County KY SO,Bullitt County KY SO,
Sullivan County TN SO,Sullivan County TN SO,Paulding County GA SO
Farmersville TX PD,Farmersville TX PD,
Scott County MS SO,Scott County MS SO,Paulding County GA SO
Tallahassee FL PD,Tallahassee FL PD,Paulding County GA SO
Perry GA PD,"Perry GA PD (Flex),Perry GA PD (Live Video) ,Perry GA PD,Perry GA PD - Redspeed",Paulding County GA SO
Selma TX PD,Selma TX PD,
Jesup GA PD,Jesup PD (GA),Paulding County GA SO
Fulton County GA PD,Fulton County GA PD,Paulding County GA SO
Athens-Clarke County GA PD,"Athens Clarke County GA PD,Athens-Clarke County GA Department of Solid Waste",Paulding County GA SO
Wichita Falls TX PD,"Wichita Falls TX PD ,Wichita Falls TX PD (Flex)",Paulding County GA SO
Tarpon Springs FL PD,"Tarpon Springs FL PD,Tarpon Springs PD - Wing,Tarpon Springs FL PD (Flex)",Paulding County GA SO
Denton County TX SO,Denton County TX SO,
Chadbourn NC PD,Chadbourn NC PD,Paulding County GA SO
Newnan GA PD,Newnan GA PD,Paulding County GA SO
Maryville TN PD,Maryville TN PD,Paulding County GA SO
Walker County GA SO,"Walker County GA SO,Fort Worth HOA Demo",Paulding County GA SO
Coolidge GA PD,"Coolidge GA PD,Coolidge GA PD (Condor)",Paulding County GA SO
Warrenton NC PD,Warrenton NC PD,Paulding County GA SO
Adrian MI PD,Adrian MI PD,Paulding County GA SO
Southaven MS PD,Southaven MS PD,Paulding County GA SO
Butner NC PD,Butner NC PD,Paulding County GA SO
Lancaster SC PD,"Lancaster SC PD (Flex),Lancaster SC PD",Paulding County GA SO
Dallas GA PD,"Dallas GA PD,Dallas GA PD (Condor)",Paulding County GA SO
Glynn County GA PD,Glynn County GA PD,Paulding County GA SO
Towns County GA SO,Towns County GA SO,Paulding County GA SO
Cibolo TX PD,Cibolo TX PD,
Dalton GA PD,"Dalton GA PD - Flex,Dalton GA PD",Paulding County GA SO
Suwanee GA PD,"Suwanee GA PD,Suwanee GA PD - Wing",Paulding County GA SO
Friendswood TX PD,"West Ranch, Friendswood (TX),Parkwood Village (TX),Friendswood TX PD - Wing,Friendswood TX PD,San Joaquin Estates (TX)",Paulding County GA SO
Okeechobee County FL SO,Okeechobee County FL SO,Paulding County GA SO
New Hanover County NC SO,New Hanover County NC SO,Paulding County GA SO
Howard County IN SO,IN - Howard County SO,Paulding County GA SO
Calera AL PD,Calera AL PD,Paulding County GA SO
Jefferson County KY SO,Jefferson County KY SO,Paulding County GA SO
Lincoln AL PD,"Lincoln AL PD (Flex),Lincoln AL PD",Paulding County GA SO
Avon IN PD,Avon IN PD,Paulding County GA SO
Alpharetta GA PD,"Alpharetta GA PD - RedSpeed,Alpharetta GA PD",Paulding County GA SO
Greensboro GA PD,Greensboro GA PD,Paulding County GA SO
Shelbyville IN PD,"Shelbyville IN PD (Flex),Shelbyville IN PD",Paulding County GA SO
McDuffie County GA SO,McDuffie County GA SO,Paulding County GA SO
Springfield TN PD,Springfield TN PD,Paulding County GA SO
Greenville AL PD,"Greenville AL PD (Flex),Greenville AL PD",
Onalaska TX PD,Onalaska TX PD,
Elizabethton TN PD,Elizabethton TN PD,Paulding County GA SO
Groesbeck TX PD,Groesbeck TX PD,
Catawba County NC SO,Catawba County NC SO,Paulding County GA SO
Kershaw County SC SO,Kershaw County SC SO,Paulding County GA SO
Lafourche Parish LA SO,Lafourche Parish LA SO,
East Point GA PD,"East Point GA PD (Raven),East Point GA PD - Redspeed,East Point GA PD",Paulding County GA SO
Rockport TX PD,Rockport TX PD,
Cheatham County TN SO,Cheatham County TN SO,Paulding County GA SO
Seguin TX PD,Seguin TX PD,Paulding County GA SO
Concord NC PD,Concord NC PD,Paulding County GA SO
Department of Natural Resources - GA,Georgia Department of Natural Resources (Falcon Flex),Paulding County GA SO
Oglethorpe County GA SO,Oglethorpe County GA SO,Paulding County GA SO
Alachua FL PD,Alachua FL PD (FLEX),
Liberty County FL SO,Liberty County FL SO,
Brookhaven GA PD,"Brookhaven GA PD (Falcon),Brookhaven GA PD (LR),Brookhaven Parks Ashford Forest (GA),Brookhaven Parks (GA",Paulding County GA SO
Alabama Law Enforcement Agency (ALEA),"ALEA,Alabama Law Enforcement Agency (ALEA),ALEA (LR)",Paulding County GA SO
Austell GA PD,Austell GA PD,Paulding County GA SO
AL - Gadsden PD,Gadsden PD (AL),Paulding County GA SO
Anderson SC PD,"Anderson SC PD,Anderson SC PD (Flex)",Paulding County GA SO
Mitchell County NC SO,"Mitchell County NC SO Falcon Flex,Mitchell County NC SO",Paulding County GA SO
Suwannee County FL SO,Suwanee County FL SO,Paulding County GA SO
Oliver Springs TN PD,Oliver Springs TN PD,Paulding County GA SO
Oakland TN PD,"Oakland TN PD (FLEX),Oakland TN PD",Paulding County GA SO
Lady Lake FL PD,"Lady Lake FL PD,Lady Lake FL PD (Flex)",Paulding County GA SO
Chatham County GA PD,"Chatham County GA PD,Chatham County PD (GA) Flex",Paulding County GA SO
Catawba Nation Tribal SC PD,Catawba Nation Tribal SC PD,
Keller TX PD,Keller TX PD,
Gadsden County FL SO,"Gadsden County FL SO ,Gadsden County FL SO (Flex)",Paulding County GA SO
Texas Medical Center PD,Texas Medical Center PD,
University of TX (UTA)- Arlington PD,"University of Texas at Arlington TX PD,University Texas Arlington - FlockOS Live",
Avery County NC SO,"Avery County NC SO,Avery County NC SO Flex",Paulding County GA SO
Richmond Hill GA PD,Richmond Hill GA PD,Paulding County GA SO
Decatur County GA SO,Decatur County GA SO,Paulding County GA SO
Hendersonville NC PD,Hendersonville NC PD,Paulding County GA SO
Matthews NC PD,Matthews NC PD,Paulding County GA SO
Beaufort SC PD,Beaufort SC PD,Paulding County GA SO
Morgan County TN SO,Morgan County TN SO,Paulding County GA SO
Danielsville GA PD,Danielsville GA PD,Paulding County GA SO
Surfside Beach SC PD,Surfside Beach SC PD,Paulding County GA SO
Kaufman TX PD,Kaufman PD TX (LPR),
Jackson AL PD,Jackson AL PD,
Covington GA PD,"Covington GA PD,Covington Housing Authority",Paulding County GA SO
Sylvester GA PD,"Sylvester GA PD,Sylvester GA PD (Live View/PTZ)",Paulding County GA SO
Fitzgerald GA PD,Fitzgerald GA PD - Falcon,Paulding County GA SO
Bosque County TX SO,Bosque County TX SO,
Russell County AL SO,Russell County AL SO,Paulding County GA SO
Germantown TN PD,Germantown TN PD,Paulding County GA SO
Deer Park TX PD,Deer Park TX PD,
Crowley TX PD,Crowley TX PD,Paulding County GA SO
Flagler County FL SO,Flager County SO (FL),
Russellville AL PD,Russellville AL PD,Paulding County GA SO
Opelika AL PD,Opelika AL PD,Paulding County GA SO
Taylor County GA SO,Taylor County GA SO,Paulding County GA SO
St. Lucie County FL SO,St. Lucie County FL SO,Paulding County GA SO
Carolina Beach NC PD,Carolina Beach NC PD,Paulding County GA SO
Glades County FL SO,"Glades County FL SO,Glades County FL SO (Flex)",
Blount County TN SO,Blount County TN SO,Paulding County GA SO
East Hampton Village NY PD,East Hampton Village NY PD,Paulding County GA SO
Hogansville GA PD,Hogansville GA PD,Paulding County GA SO
Alabama Department of Corrections,"Alabama Department of Corrections,Alabama Dept of Corrections (Flex)",Paulding County GA SO
Washington County TN SO,"Washington County TN SO (Flex),Washington County TN SO",Paulding County GA SO
Flowery Branch GA PD,Flowery Branch GA PD,Paulding County GA SO
MS - Itawamba Community College Campus PD,Itawamba Community College Campus PD (MS),Paulding County GA SO
Cabarrus County NC SO,"Cabarrus County NC SO Condor,Cabarrus County NC SO,Cabarrus County NC SO (Falcon Flex)",Paulding County GA SO
Fairburn GA PD,Fairburn GA PD,Paulding County GA SO
Lincoln County TN SO,Lincoln County SO (TN),Paulding County GA SO
Marion SC PD,"Marion SC PD Flex,Marion SC PD",Paulding County GA SO
Galena Park ISD TX PD,Galena Park ISD TX PD,
Nolensville TN PD,Nolensville TN PD,
Byron GA PD,Byron GA PD,Paulding County GA SO
Midland County TX SO,Midland County DA (TX),
CSX Railroad PD,CSX Railroad TN PD,Paulding County GA SO
Rosewood Park - Dallas (GA),Rosewood Park - Dallas (GA),
Vonore TN PD,Vonore TN PD,Paulding County GA SO
Webster County GA SO,Webster County GA SO,Paulding County GA SO
Glencoe AL PD,Glencoe AL PD,Paulding County GA SO
Orlando FL PD,"Orlando FL PD ,Orlando FL PD (LR)",Paulding County GA SO
Loris SC PD,Loris SC PD,Paulding County GA SO
Effingham County GA SO,Effingham County SO (GA),Paulding County GA SO
Neptune Beach FL PD,Neptune Beach FL PD,Paulding County GA SO
Burleson TX PD,"Burleson TX PD (WingLPR),Burleson TX PD,Burleson TX PD (Flex)",
Aransas Pass TX PD,Aransas Pass TX PD,
Middle Tennessee State TN PD,Middle Tennessee State TN PD,Paulding County GA SO
Windcrest TX PD,Windcrest PD TX,
Oxford MS PD,Oxford MS PD,Paulding County GA SO
Henderson KY PD,Henderson KY PD,Paulding County GA SO
Biltmore Forest NC PD,"Biltmore Forest NC PD,Biltmore Forest NC PD (Condor)",Paulding County GA SO
Titusville FL PD,Titusville FL PD,Paulding County GA SO
Henderson TN PD,Henderson TN PD,
"Public Service Authority, Santee Cooper Law Enforcement Division (SC)","Public Service Authority, Santee Cooper Law Enforcement Division (SC)",
Luling TX PD,Luling TX PD,
Hayden AL PD,Hayden AL PD,
Loudon County TN SO,Loudon County TN SO,Paulding County GA SO
Barrow County GA SO,"Barrow County GA SO (Condor),Barrow County SO GA (Flex),Barrow County GA SO - Wing Suite,Barrow County GA SO (Falcon)",Paulding County GA SO
Macon County NC SO,"Macon County NC SO (Flex),Macon County NC SO",Paulding County GA SO
DFW Airport PD TX,DFW Airport PD TX,
Oglethorpe GA PD,Oglethorpe GA PD,Paulding County GA SO
Doerun GA PD,Doerun GA PD,Paulding County GA SO
Gulf County FL SO,Gulf County FL SO,Paulding County GA SO
Lynn Haven FL PD,Lynn Haven FL PD,
Largo FL PD,Largo FL PD,
Pell City AL PD,Pell City AL PD,Paulding County GA SO
Swainsboro GA PD,Swainsboro GA PD LPR,Paulding County GA SO
Johnson City TN PD,Johnson City TN PD,Paulding County GA SO
Foley AL PD,Foley AL PD,Paulding County GA SO
MS - Senatobia PD,Senatobia PD (MS),Paulding County GA SO
Dayton TN PD,Dayton TN PD,Paulding County GA SO
Angier NC PD,Angier NC PD,Paulding County GA SO
Columbus County NC SO,Columbus County NC SO,Paulding County GA SO
Lafayette TN PD,Lafayette TN PD,Paulding County GA SO
Lauderdale County TN SO,Lauderdale County TN SO,Paulding County GA SO
Locust Grove GA PD,Locust Grove GA PD,Paulding County GA SO
Tupelo MS PD,"Tupelo MS PD,Tupelo MS PD (Flex)",Paulding County GA SO
Arcola TX PD,Arcola TX PD,
TX - Vernon PD,Vernon PD (TX),
Pembroke NC PD,Pembroke NC PD,Paulding County GA SO
Gastonia NC PD,Gastonia NC PD,Paulding County GA SO
Tarrant AL PD,Tarrant AL PD,
Whitesburg GA PD,"Whitesburg GA PD,Whitesburg GA PD (Redspeed)",Paulding County GA SO
University of North Carolina Charlotte (NC),University of North Carolina Charlotte (NC),Paulding County GA SO
Leesburg GA PD,"Leesburg GA PD - redspeed,Leesburg GA PD",Paulding County GA SO
Pinecrest FL PD,Pinecrest FL PD,Paulding County GA SO
Pascagoula MS PD,Pascagoula MS PD,Paulding County GA SO
Cactus TX PD,Cactus TX PD,
Palatka FL PD,Palatka FL PD,
Robertson County TN SO,Robertson County SO TN,Paulding County GA SO
Fulton County GA SO,Fulton County GA SO (Deactivated),
Apopka FL PD,Apopka FL PD,
Dickson TN PD,Dickson TN PD,Paulding County GA SO
Greenville MS PD,"Greenville MS PD,Greenville MS PD - Gun Shot Detection,Greenville MS PD - Live Video",Paulding County GA SO
Alcoa TN PD,Alcoa TN PD,Paulding County GA SO
Forrest Hills (GA),Forrest Hills (GA),
Sour Lake TX PD,Sour Lake TX PD,
Melbourne FL PD,Melbourne FL PD,Paulding County GA SO
City of West TX PD,City of West PD TX,
La Vergne TN PD,La Vergne TN PD,Paulding County GA SO
Kingston Springs TN PD,Kingston Springs TN PD,Paulding County GA SO
Kernersville NC PD,Kernersville NC PD,Paulding County GA SO
Chester County SC SO,Chester County SC SO,Paulding County GA SO
Thomasville AL PD,Thomasville AL PD,Paulding County GA SO
Ahoskie NC PD,Ahoskie NC PD,Paulding County GA SO
Kosciusko MS PD,Kosciusko MS PD,Paulding County GA SO
Ocilla GA PD,Ocilla GA PD,Paulding County GA SO
Vestavia Hills AL PD,Vestavia Hills AL PD,Paulding County GA SO
Hickory NC PD,Hickory PD (NC),Paulding County GA SO
Jackson TN PD,"Jackson TN PD,Jackson TN PD (Flex)",Paulding County GA SO
Halifax County NC SO,Halifax County NC SO,Paulding County GA SO
Marshall County AL SO,Marshall County AL SO,Paulding County GA SO
Tallapoosa GA PD,Tallapoosa GA PD,Paulding County GA SO
Transylvania County NC SO,Transylvania County NC SO,Paulding County GA SO
Washington County SO - GA,Washington County GA SO,Paulding County GA SO
Anderson County SC SO,Anderson County SC SO,Paulding County GA SO
Indian River Shores FL PD,Indian River Shores FL PD,
AL - Daphne PD,Daphne PD (AL),Paulding County GA SO
Fayette County TN SO,Fayette County TN SO,Paulding County GA SO
Thomas County GA SO,Thomas County GA SO,Paulding County GA SO
Irving TX PD,Irving TX PD,
Buncombe County NC SO,Buncombe County NC SO,Paulding County GA SO
Bibb County SO GA,Bibb County GA SO,Paulding County GA SO
Loudon TN PD,Loudon TN PD,Paulding County GA SO
Lowndes County GA SO,Lowndes County GA SO,Paulding County GA SO
Dale County AL SO,Dale County AL SO,Paulding County GA SO
Lauderdale County AL SO,Lauderdale County AL SO,Paulding County GA SO
Mint Hill NC PD,Mint Hill NC PD,Paulding County GA SO
Anderson County TN SO,Anderson County TN SO,Paulding County GA SO
Cartersville GA PD,Cartersville GA PD,Paulding County GA SO
AL - Wallace State Community College,Wallace State Community College (AL),
Georgia Attorney General's Office - GA,Office of the Attorney General (GA) - Flex,Paulding County GA SO
South Miami FL PD,South Miami PD (FL),
Dandridge TN PD,Dandridge TN PD,Paulding County GA SO
Lee County AL SO,Lee County AL SO,Paulding County GA SO
Gulf Stream FL PD,Gulf Stream FL PD,Paulding County GA SO
Kingston TN PD,Kingston TN PD,Paulding County GA SO
Florida State University Campus PD FL,Florida State University Campus PD FL,Paulding County GA SO
Fultondale AL PD,Fultondale AL PD,Paulding County GA SO
Cobb County GA PD,"Cobb County GA PD - Flex,Cobb County Parks & Rec,Cobb County GA PD",Paulding County GA SO
Holmes County FL SO,Holmes County FL SO,Paulding County GA SO
Sevier County TN SO,Sevier County TN SO,Paulding County GA SO
City of Oak Ridge North TX PD,Oak Ridge North TX PD (LPR),
Goose Creek SC PD,Goose Creek SC PD,Paulding County GA SO
McCaysville GA PD,McCaysville GA PD,Paulding County GA SO
Hempstead Village NY PD,Hempstead Village NY PD,
Malvern AR PD,Malvern AR PD,
Dadeville AL PD,Dadeville AL PD,Paulding County GA SO
Lookout Mountain TN PD,"DO NOT USE,Lookout Mountain TN PD (Wing),Lookout Mountain TN PD",Paulding County GA SO
Franklin TN PD,Franklin TN PD,
Riviera Beach FL PD,Riviera Beach FL PD,Paulding County GA SO
Bay St. Louis MS PD,Bay St. Louis PD (MS),Paulding County GA SO
Greenville GA PD,Greenville GA PD,Paulding County GA SO
Town of Hildebran (NC),Town of Hildebran (NC),
Maggie Valley NC PD,Maggie Valley NC PD,Paulding County GA SO
Georgetown SC PD,Georgetown SC PD,Paulding County GA SO
Douglas GA PD,Douglas GA PD,Paulding County GA SO
Walton County FL SO,Walton County FL SO,Paulding County GA SO
Beaumont TX PD,Beaumont TX PD,Paulding County GA SO
Manchester TN PD,Manchester TN PD,Paulding County GA SO
Jefferson County TN SO,Jefferson County TN SO,Paulding County GA SO
MS - Biloxi PD,Biloxi PD (MS),Paulding County GA SO
